condition,ORF,batch,timepoint,zfact,zgrade,file.name
ADE1,YAR015W,1,t48,0.719788373,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ADE2,YOR128C,1,t48,0.750261659,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
"ADE5,7",YGL234W,1,t48,0.890360652,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ADE6,YGR061C,1,t48,0.848661064,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ADE8,YDR408C,1,t48,0.467977736,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ADO1,YJR105W,1,t48,0.163051544,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ANP1,YEL036C,1,t48,0.419717427,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ARG1,YOL058W,1,t48,0.886433816,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ARG2,YJL071W,1,t48,0.835664034,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ARG3,YJL088W,1,t48,0.863333886,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ARG4,YHR018C,1,t48,-3.525149941,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
"ARG5,6",YER069W,1,t48,0.382523089,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ARO1,YDR127W,1,t48,0.867367025,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ARO7,YPR060C,1,t48,0.857108403,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
BAS1,YKR099W,1,t48,0.437840796,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
CCS1,YMR038C,1,t48,0.745079598,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
CDC40,YDR364C,1,t48,-0.170577251,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
CHO2,YGR157W,1,t48,-1.062264841,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
CNM67,YNL225C,1,t48,-0.488789677,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
DOC1,YGL240W,1,t48,-0.53432183,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ECM29,YHL030W,1,t48,0.866350801,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ERG4,YGL012W,1,t48,0.870439689,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
FUN12,YAL035W,1,t48,0.10938997,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
GGC1,YDL198C,1,t48,-0.346119892,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
HIS1,YER055C,1,t48,0.862752517,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
HIS2,ORF-ts1,1,t48,0.218856646,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
HIS4,YCL030C,1,t48,0.871382966,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
HIS6,YIL020C,1,t48,0.871837576,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
HMF1,YER057C,1,t48,0.897986082,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
IBA57,YJR122W,1,t48,0.857445646,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ILV1,YER086W,1,t48,0.827327472,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
IRC10,YOL015W,1,t48,0.887358336,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ISA1,YLL027W,1,t48,0.887449234,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
LAG1,YHL003C,1,t48,0.876285834,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
LYS1,YIR034C,1,t48,0.565715073,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
LYS12,YIL094C,1,t48,-3.107814809,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
LYS2,YBR115C,1,t48,0.79074722,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
LYS4,YDR234W,1,t48,0.859172773,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
LYS9,YNR050C,1,t48,0.806857344,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET1,YKR069W,1,t48,0.880444693,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET10,YFR030W,1,t48,0.873532882,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET13,YGL125W,1,t48,0.891739772,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET14,YKL001C,1,t48,0.875075215,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET18,YIL128W,1,t48,-1.078377222,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET28,YIR017C,1,t48,-19.52587498,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET3,YJR010W,1,t48,0.857810124,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MET7,YOR241W,1,t48,0.898008701,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
MHF2,YDL160C-A,1,t48,0.841125009,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
OPI3,YJR073C,1,t48,-0.399750577,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
"ORF , Uncharacterized (1)",YBR209W,1,t48,0.778090504,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ORT1,YOR130C,1,t48,0.806588021,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
PEX35,YGR168C,1,t48,-0.793656231,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
PHA2,YNL316C,1,t48,-0.565667041,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
POS5,YPL188W,1,t48,0.782766169,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
RPL27A,YHR010W,1,t48,0.585237083,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
RPL31A,YDL075W,1,t48,-10.4373478,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
RPS24B,YIL069C,1,t48,0.635317794,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
SSQ1,YLR369W,1,t48,-4.135076625,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
SWI3,YJL176C,1,t48,0.264908093,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
TRP2,YER090W,1,t48,0.818750803,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
TRP3,YKL211C,1,t48,0.869307139,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
TRP5,YGL026C,1,t48,0.854164939,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
URA1,YKL216W,1,t48,0.661452009,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA1,YDL185W,1,t48,-3.74373134,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA16,YHR026W,1,t48,-0.3519165,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA2,YBR127C,1,t48,0.218676849,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA5,YKL080W,1,t48,-0.323708481,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA6,YLR447C,1,t48,-0.142796962,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA7,YGR020C,1,t48,0.214714349,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA8,YEL051W,1,t48,-3.149320971,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VMA9,YCL005W-A,1,t48,-0.164904473,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VPH2,YKL119C,1,t48,-0.080617936,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
VPS65,YLR322W,1,t48,0.688560094,excellent,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
YEA4,ORF-ts2,1,t48,0.133121988,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
YNG2,YHR090C,1,t48,-0.014032273,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ZUO1,YGR285C,1,t48,0.124188586,marginal,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ZWF1,YNL241C,1,t48,-3.036772485,infeasible,042619_n1_lib.a1_HIS2_YEA4_001_t48.xls
ADE1,YAR015W,2,t48,0.873707369,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ADE2,YOR128C,2,t48,0.879218164,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
"ADE5,7",YGL234W,2,t48,0.885150601,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ADE6,YGR061C,2,t48,0.885151866,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ADE8,YDR408C,2,t48,0.850281522,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ADO1,YJR105W,2,t48,0.096082181,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ANP1,YEL036C,2,t48,0.16799607,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
APL2,YKL135C,2,t48,0.844845025,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
APT1,YML022W,2,t48,0.861376931,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARG1,YOL058W,2,t48,0.88561931,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARG2,YJL071W,2,t48,0.722004991,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARG3,YJL088W,2,t48,0.888771854,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARG4,YHR018C,2,t48,0.84464674,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
"ARG5,6",YER069W,2,t48,0.868797922,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARG8,YOL140W,2,t48,0.771232053,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARO1,YDR127W,2,t48,0.879831096,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARO2,YGL148W,2,t48,0.859788548,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ARO7,YPR060C,2,t48,0.835602575,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
BAS1,YKR099W,2,t48,-0.176499395,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
BUD16,YEL029C,2,t48,0.830619058,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
CDC40,YDR364C,2,t48,-0.55307116,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
CHO2,YGR157W,2,t48,0.23839607,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
CNM67,YNL225C,2,t48,-0.296511705,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
DOC1,YGL240W,2,t48,-0.523256541,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ECM29,YHL030W,2,t48,0.887496563,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ERG4,YGL012W,2,t48,0.876965515,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
FCY22,YER060W-A,2,t48,0.858686968,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
FUN12,YAL035W,2,t48,0.561248497,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
GGC1,YDL198C,2,t48,-0.454714283,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
HIS1,YER055C,2,t48,0.830489088,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
HIS2,YFR025C,2,t48,0.670735398,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
HIS4,YCL030C,2,t48,0.799467503,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
HIS6,YIL020C,2,t48,0.744792211,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
HMF1,YER057C,2,t48,0.897346098,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
IBA57,ORF-ts1,2,t48,0.838183442,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ILV1,YER086W,2,t48,0.812810828,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
IRC10,YOL015W,2,t48,0.870182086,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ISA1,YLL027W,2,t48,0.860986217,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LAG1,YHL003C,2,t48,0.843905299,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LYS1,YIR034C,2,t48,0.860361921,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LYS12,YIL094C,2,t48,0.874744505,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LYS2,YBR115C,2,t48,0.883910015,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LYS4,YDR234W,2,t48,0.88509415,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LYS5,YGL154C,2,t48,0.895809955,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
LYS9,YNR050C,2,t48,0.86918945,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET1,YKR069W,2,t48,0.884890136,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET10,YFR030W,2,t48,0.777147827,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET13,YGL125W,2,t48,0.882710098,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET14,YKL001C,2,t48,0.852537755,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET18,YIL128W,2,t48,-0.921734919,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET28,YIR017C,2,t48,-8.364851899,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET3,YJR010W,2,t48,0.801574301,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET5,YJR137C,2,t48,0.665810424,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MET7,YOR241W,2,t48,0.859700616,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
MHF2,YDL160C-A,2,t48,0.851209068,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
OPI3,YJR073C,2,t48,0.119108752,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
"ORF , Dubious (2)",YDR008C,2,t48,0.809551261,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
"ORF , Uncharacterized (1)",YBR209W,2,t48,0.812454205,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
"ORF , Uncharacterized (2)",YHL005C,2,t48,0.878435309,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ORT1,YOR130C,2,t48,0.690979456,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
PEX35,YGR168C,2,t48,0.881225522,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
PHA2,YNL316C,2,t48,0.77732276,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
PRO2,YOR323C,2,t48,0.672272339,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
PRP18,YGR006W,2,t48,0.453938163,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
RPL27A,YHR010W,2,t48,0.817265189,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
RPL31A,YDL075W,2,t48,-1.48234751,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
RPS24B,YIL069C,2,t48,0.814070321,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
RSC2,YLR357W,2,t48,0.847853459,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
SSQ1,YLR369W,2,t48,-0.750811571,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
SWI3,YJL176C,2,t48,0.366273347,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
TRP2,YER090W,2,t48,0.860697135,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
TRP3,YKL211C,2,t48,0.78017169,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
TRP4,YDR354W,2,t48,0.826032073,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
TRP5,YGL026C,2,t48,0.839631802,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
URA1,YKL216W,2,t48,0.886716331,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
URA4,YLR420W,2,t48,0.838991887,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA1,YDL185W,2,t48,-0.522794678,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA16,YHR026W,2,t48,-0.265094879,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA2,YBR127C,2,t48,-0.158242856,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA5,YKL080W,2,t48,-0.029833548,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA6,YLR447C,2,t48,-0.130143646,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA7,YGR020C,2,t48,0.102372832,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA8,YEL051W,2,t48,-0.041342644,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VMA9,YCL005W-A,2,t48,-0.040671371,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VPH2,YKL119C,2,t48,-0.266184289,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
VPS65,YLR322W,2,t48,0.395186078,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
YEA4,YEL004W,2,t48,0.883190978,excellent,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
YNG2,YHR090C,2,t48,0.191794113,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ZUO1,YGR285C,2,t48,0.338653014,marginal,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ZWF1,YNL241C,2,t48,-2.811000436,infeasible,050519_n1_lib.a1_IBA57_RPS24B_002_t48.xls
ADE1,ORF-ts2,3,t48,0.764846053,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ADE2,YOR128C,3,t48,0.79977141,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
"ADE5,7",YGL234W,3,t48,0.870986272,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ADE6,YGR061C,3,t48,0.868277845,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ADO1,YJR105W,3,t48,-0.257994579,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ANP1,YEL036C,3,t48,0.385851147,marginal,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
APL2,YKL135C,3,t48,0.649528417,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARG1,YOL058W,3,t48,0.835386123,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARG2,YJL071W,3,t48,0.724511956,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARG3,YJL088W,3,t48,0.8393955,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
"ARG5,6",YER069W,3,t48,0.762906001,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARG8,YOL140W,3,t48,0.74171142,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARO1,YDR127W,3,t48,0.832630542,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARO2,YGL148W,3,t48,0.872552775,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ARO7,YPR060C,3,t48,0.677965559,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
BAS1,YKR099W,3,t48,0.482062331,marginal,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
BUD16,YEL029C,3,t48,0.824355525,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
CCS1,YMR038C,3,t48,-5.636790328,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
CDC40,YDR364C,3,t48,-0.606090388,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
CHO2,YGR157W,3,t48,-0.874690751,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
CNM67,YNL225C,3,t48,-2.146694401,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
DOC1,YGL240W,3,t48,-0.37813503,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ECM29,YHL030W,3,t48,0.813424053,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ERG4,YGL012W,3,t48,0.840606553,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
FCY22,YER060W-A,3,t48,0.790610158,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
FUN12,YAL035W,3,t48,0.379015254,marginal,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
GGC1,YDL198C,3,t48,-0.065698111,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
HIS1,YER055C,3,t48,-0.522776502,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
HIS2,YFR025C,3,t48,0.702876747,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
HIS4,YCL030C,3,t48,0.817273537,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
HIS6,YIL020C,3,t48,-0.163345475,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
HMF1,YER057C,3,t48,0.8747033,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
IBA57,YJR122W,3,t48,-0.547965119,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ILV1,YER086W,3,t48,0.721510873,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
IRC10,YOL015W,3,t48,0.799335423,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
ISA1,YLL027W,3,t48,0.854257799,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LAG1,YHL003C,3,t48,0.7579602,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LYS1,YIR034C,3,t48,0.840975955,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LYS12,YIL094C,3,t48,-1.163404711,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LYS2,YBR115C,3,t48,0.645753886,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LYS4,YDR234W,3,t48,0.853770408,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LYS5,YGL154C,3,t48,0.857576788,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
LYS9,YNR050C,3,t48,0.773183245,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET1,YKR069W,3,t48,0.224483223,marginal,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET10,YFR030W,3,t48,0.475237561,marginal,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET13,YGL125W,3,t48,0.856612241,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET14,ORF-ts1,3,t48,0.60982479,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET18,YIL128W,3,t48,-1.444516041,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET28,YIR017C,3,t48,-3.564307797,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET3,YJR010W,3,t48,0.800346364,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET5,YJR137C,3,t48,0.694649567,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MET7,YOR241W,3,t48,0.870552732,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
MHF2,YDL160C-A,3,t48,0.787768144,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
OPI3,YJR073C,3,t48,-0.135477253,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
"ORF , Uncharacterized (2)",YHL005C,3,t48,0.738648918,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
PEX35,YGR168C,3,t48,0.845759294,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
PHA2,YNL316C,3,t48,-8.832807188,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
POS5,YPL188W,3,t48,0.206803204,marginal,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
PRP18,YGR006W,3,t48,-1.302442895,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
RPL31A,YDL075W,3,t48,-9.860258885,infeasible,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
RPS24B,YIL069C,3,t48,0.800697172,excellent,042719_n1_lib.a1_MET14_ADE1_003_t48.xls
