"","Sample","Timepoint","Replicate","parameter","value","Mean","SD","SE","col_fac"
"343","△TRP4-△MET14 10:1","24h","rep1","beta Alanine",0.68258,0.522326666666667,0.158451821489478,0.0914822017905365,"Met14 Trp2"
"344","△TRP4-△MET14 10:1","24h","rep2","beta Alanine",0.51866,0.522326666666667,0.158451821489478,0.0914822017905365,"Met14 Trp2"
"345","△TRP4-△MET14 10:1","24h","rep3","beta Alanine",0.36574,0.522326666666667,0.158451821489478,0.0914822017905365,"Met14 Trp2"
"346","△TRP4-△MET14 10:1","48h","rep1","beta Alanine",1.99725,3.29158333333333,1.98428554039819,1.14562779089798,"Met14 Trp2"
"347","△TRP4-△MET14 10:1","48h","rep2","beta Alanine",2.3014,3.29158333333333,1.98428554039819,1.14562779089798,"Met14 Trp2"
"348","△TRP4-△MET14 10:1","48h","rep3","beta Alanine",5.5761,3.29158333333333,1.98428554039819,1.14562779089798,"Met14 Trp2"
"349","△TRP4-△MET14 2:1","24h","rep1","beta Alanine",0.55804,0.575046666666667,0.0533627597986961,0.0308090037344785,"Met14 Trp2"
"350","△TRP4-△MET14 2:1","24h","rep2","beta Alanine",0.53226,0.575046666666667,0.0533627597986961,0.0308090037344785,"Met14 Trp2"
"351","△TRP4-△MET14 2:1","24h","rep3","beta Alanine",0.63484,0.575046666666667,0.0533627597986961,0.0308090037344785,"Met14 Trp2"
"352","△TRP4-△MET14 2:1","48h","rep1","beta Alanine",1.75885,2.21493333333333,0.594260048470645,0.343096198953167,"Met14 Trp2"
"353","△TRP4-△MET14 2:1","48h","rep2","beta Alanine",1.998975,2.21493333333333,0.594260048470645,0.343096198953167,"Met14 Trp2"
"354","△TRP4-△MET14 2:1","48h","rep3","beta Alanine",2.886975,2.21493333333333,0.594260048470645,0.343096198953167,"Met14 Trp2"
"355","△TRP4-△TRP2 1:1","24h","rep1","beta Alanine",0.42996,0.6696,0.334237187039384,0.192971929910372,"Trp2 Trp4"
"356","△TRP4-△TRP2 1:1","24h","rep2","beta Alanine",1.05142,0.6696,0.334237187039384,0.192971929910372,"Trp2 Trp4"
"357","△TRP4-△TRP2 1:1","24h","rep3","beta Alanine",0.52742,0.6696,0.334237187039384,0.192971929910372,"Trp2 Trp4"
"358","△TRP4-△TRP2 1:1","48h","rep1","beta Alanine",0.68055,0.805575,0.291423239250064,0.168253285629137,"Trp2 Trp4"
"359","△TRP4-△TRP2 1:1","48h","rep2","beta Alanine",1.13865,0.805575,0.291423239250064,0.168253285629137,"Trp2 Trp4"
"360","△TRP4-△TRP2 1:1","48h","rep3","beta Alanine",0.597525,0.805575,0.291423239250064,0.168253285629137,"Trp2 Trp4"
"361","△TRP4-△TRP2 1:10","24h","rep1","beta Alanine",1.0123,0.695066666666667,0.304267207785087,0.175668754320296,"Trp2 Trp4"
"362","△TRP4-△TRP2 1:10","24h","rep2","beta Alanine",0.66722,0.695066666666667,0.304267207785087,0.175668754320296,"Trp2 Trp4"
"363","△TRP4-△TRP2 1:10","24h","rep3","beta Alanine",0.40568,0.695066666666667,0.304267207785087,0.175668754320296,"Trp2 Trp4"
"364","△TRP4-△TRP2 1:10","48h","rep1","beta Alanine",0.562425,0.618808333333333,0.0495297911194195,0.0285960382357028,"Trp2 Trp4"
"365","△TRP4-△TRP2 1:10","48h","rep2","beta Alanine",0.6387,0.618808333333333,0.0495297911194195,0.0285960382357028,"Trp2 Trp4"
"366","△TRP4-△TRP2 1:10","48h","rep3","beta Alanine",0.6553,0.618808333333333,0.0495297911194195,0.0285960382357028,"Trp2 Trp4"
"367","△TRP4-△TRP2 10:1","24h","rep1","beta Alanine",0.57716,0.682013333333333,0.0918036825695644,0.0530028808441369,"Trp2 Trp4"
"368","△TRP4-△TRP2 10:1","24h","rep2","beta Alanine",0.74794,0.682013333333333,0.0918036825695644,0.0530028808441369,"Trp2 Trp4"
"369","△TRP4-△TRP2 10:1","24h","rep3","beta Alanine",0.72094,0.682013333333333,0.0918036825695644,0.0530028808441369,"Trp2 Trp4"
"370","△TRP4-△TRP2 10:1","48h","rep1","beta Alanine",0.910325,1.12374166666667,0.301040937138678,0.173806066094113,"Trp2 Trp4"
"371","△TRP4-△TRP2 10:1","48h","rep2","beta Alanine",1.468075,1.12374166666667,0.301040937138678,0.173806066094113,"Trp2 Trp4"
"372","△TRP4-△TRP2 10:1","48h","rep3","beta Alanine",0.992825,1.12374166666667,0.301040937138678,0.173806066094113,"Trp2 Trp4"
"373","BY-BY 1:1","24h","rep1","beta Alanine",1.92172,1.633,0.285101647136596,0.164603512720719,"WT"
"374","BY-BY 1:1","24h","rep2","beta Alanine",1.35166,1.633,0.285101647136596,0.164603512720719,"WT"
"375","BY-BY 1:1","24h","rep3","beta Alanine",1.62562,1.633,0.285101647136596,0.164603512720719,"WT"
"376","BY-BY 1:1","48h","rep1","beta Alanine",2.417825,2.37666666666667,0.731331641738776,0.422234520224773,"WT"
"377","BY-BY 1:1","48h","rep2","beta Alanine",3.08655,2.37666666666667,0.731331641738776,0.422234520224773,"WT"
"378","BY-BY 1:1","48h","rep3","beta Alanine",1.625625,2.37666666666667,0.731331641738776,0.422234520224773,"WT"
"379","BY-BY 1:10","24h","rep1","beta Alanine",2.086,1.6726,0.361867027511488,0.208924025744607,"WT"
"380","BY-BY 1:10","24h","rep2","beta Alanine",1.51856,1.6726,0.361867027511488,0.208924025744607,"WT"
"381","BY-BY 1:10","24h","rep3","beta Alanine",1.41324,1.6726,0.361867027511488,0.208924025744607,"WT"
"382","BY-BY 1:10","48h","rep1","beta Alanine",1.9381,2.31451666666667,0.328228609673705,0.18950287615085,"WT"
"383","BY-BY 1:10","48h","rep2","beta Alanine",2.541025,2.31451666666667,0.328228609673705,0.18950287615085,"WT"
"384","BY-BY 1:10","48h","rep3","beta Alanine",2.464425,2.31451666666667,0.328228609673705,0.18950287615085,"WT"
"385","BY-BY 10:1","24h","rep1","beta Alanine",2.72734,2.51476666666667,0.404197219353787,0.233363373399607,"WT"
"386","BY-BY 10:1","24h","rep2","beta Alanine",2.04864,2.51476666666667,0.404197219353787,0.233363373399607,"WT"
"387","BY-BY 10:1","24h","rep3","beta Alanine",2.76832,2.51476666666667,0.404197219353787,0.233363373399607,"WT"
"388","BY-BY 10:1","48h","rep1","beta Alanine",1.65015,1.3444,0.266876099529351,0.154080987903548,"WT"
"389","BY-BY 10:1","48h","rep2","beta Alanine",1.1582,1.3444,0.266876099529351,0.154080987903548,"WT"
"390","BY-BY 10:1","48h","rep3","beta Alanine",1.22485,1.3444,0.266876099529351,0.154080987903548,"WT"
"391","RLAs879","24h","rep1","beta Alanine",1.07544,0.968213333333333,0.0967795233163159,0.0558756838387187,"WT"
"392","RLAs879","24h","rep2","beta Alanine",0.94186,0.968213333333333,0.0967795233163159,0.0558756838387187,"WT"
"393","RLAs879","24h","rep3","beta Alanine",0.88734,0.968213333333333,0.0967795233163159,0.0558756838387187,"WT"
"394","RLAs879","48h","rep1","beta Alanine",3.057975,3.49546666666667,0.559643218004412,0.323110162564995,"WT"
"395","RLAs879","48h","rep2","beta Alanine",3.302325,3.49546666666667,0.559643218004412,0.323110162564995,"WT"
"396","RLAs879","48h","rep3","beta Alanine",4.1261,3.49546666666667,0.559643218004412,0.323110162564995,"WT"
"397","△HIS2-△MET3 1:10","24h","rep1","MSA",5.00524,5.28295333333333,0.248297494416141,0.143354625240269,"His2 Met3"
"398","△HIS2-△MET3 1:10","24h","rep2","MSA",5.3601,5.28295333333333,0.248297494416141,0.143354625240269,"His2 Met3"
"399","△HIS2-△MET3 1:10","24h","rep3","MSA",5.48352,5.28295333333333,0.248297494416141,0.143354625240269,"His2 Met3"
"400","△HIS2-△MET3 1:10","48h","rep1","MSA",19.2096,19.3393,0.986565046005584,0.5695935948844,"His2 Met3"
"401","△HIS2-△MET3 1:10","48h","rep2","MSA",18.424,19.3393,0.986565046005584,0.5695935948844,"His2 Met3"
"402","△HIS2-△MET3 1:10","48h","rep3","MSA",20.3843,19.3393,0.986565046005584,0.5695935948844,"His2 Met3"
"403","△HIS2-△MET3 20:1","24h","rep1","MSA",13.9,14.5596333333333,0.939642327342342,0.542502750633068,"His2 Met3"
"404","△HIS2-△MET3 20:1","24h","rep2","MSA",15.6355,14.5596333333333,0.939642327342342,0.542502750633068,"His2 Met3"
"405","△HIS2-△MET3 20:1","24h","rep3","MSA",14.1434,14.5596333333333,0.939642327342342,0.542502750633068,"His2 Met3"
"406","△HIS2-△MET3 20:1","48h","rep1","MSA",53.5459,52.5132,0.940914709205888,0.543237360644498,"His2 Met3"
"407","△HIS2-△MET3 20:1","48h","rep2","MSA",52.2892,52.5132,0.940914709205888,0.543237360644498,"His2 Met3"
"408","△HIS2-△MET3 20:1","48h","rep3","MSA",51.7045,52.5132,0.940914709205888,0.543237360644498,"His2 Met3"
"409","△HIS2-△MET3 5:1","24h","rep1","MSA",15.4669,15.3937333333333,0.96024290850458,0.554396501712548,"His2 Met3"
"410","△HIS2-△MET3 5:1","24h","rep2","MSA",16.3153,15.3937333333333,0.96024290850458,0.554396501712548,"His2 Met3"
"411","△HIS2-△MET3 5:1","24h","rep3","MSA",14.399,15.3937333333333,0.96024290850458,0.554396501712548,"His2 Met3"
"412","△HIS2-△MET3 5:1","48h","rep1","MSA",51.0625,46.6250666666667,8.08169611797755,4.66596942922309,"His2 Met3"
"413","△HIS2-△MET3 5:1","48h","rep2","MSA",51.5159,46.6250666666667,8.08169611797755,4.66596942922309,"His2 Met3"
"414","△HIS2-△MET3 5:1","48h","rep3","MSA",37.2968,46.6250666666667,8.08169611797755,4.66596942922309,"His2 Met3"
"415","△MET14-△TRP4 1:10","24h","rep1","MSA",8.55936,9.06839333333333,0.506923341081602,0.292672327431967,"Met14 Trp2"
"416","△MET14-△TRP4 1:10","24h","rep2","MSA",9.07264,9.06839333333333,0.506923341081602,0.292672327431967,"Met14 Trp2"
"417","△MET14-△TRP4 1:10","24h","rep3","MSA",9.57318,9.06839333333333,0.506923341081602,0.292672327431967,"Met14 Trp2"
"418","△MET14-△TRP4 1:10","48h","rep1","MSA",39.2801,42.3115666666667,3.37316863102534,1.94749981714448,"Met14 Trp2"
"419","△MET14-△TRP4 1:10","48h","rep2","MSA",41.7093,42.3115666666667,3.37316863102534,1.94749981714448,"Met14 Trp2"
"420","△MET14-△TRP4 1:10","48h","rep3","MSA",45.9453,42.3115666666667,3.37316863102534,1.94749981714448,"Met14 Trp2"
"421","△MET14-△TRP4 1:2","24h","rep1","MSA",13.404,12.8311,1.06834480857072,0.616809162815642,"Met14 Trp2"
"422","△MET14-△TRP4 1:2","24h","rep2","MSA",13.4908,12.8311,1.06834480857072,0.616809162815642,"Met14 Trp2"
"423","△MET14-△TRP4 1:2","24h","rep3","MSA",11.5985,12.8311,1.06834480857072,0.616809162815642,"Met14 Trp2"
"424","△MET14-△TRP4 1:2","48h","rep1","MSA",49.8915,45.5005333333333,3.80458949997675,2.1965807719676,"Met14 Trp2"
"425","△MET14-△TRP4 1:2","48h","rep2","MSA",43.1848,45.5005333333333,3.80458949997675,2.1965807719676,"Met14 Trp2"
"426","△MET14-△TRP4 1:2","48h","rep3","MSA",43.4253,45.5005333333333,3.80458949997675,2.1965807719676,"Met14 Trp2"
"427","△MET14-△TRP4 10:1","24h","rep1","MSA",5.06224,4.81548,0.274609404063299,0.158545813357948,"Met14 Trp2"
"428","△MET14-△TRP4 10:1","24h","rep2","MSA",4.51964,4.81548,0.274609404063299,0.158545813357948,"Met14 Trp2"
"429","△MET14-△TRP4 10:1","24h","rep3","MSA",4.86456,4.81548,0.274609404063299,0.158545813357948,"Met14 Trp2"
"430","△MET14-△TRP4 10:1","48h","rep1","MSA",10.3726,11.16146,1.75024777183118,1.01050602221527,"Met14 Trp2"
"431","△MET14-△TRP4 10:1","48h","rep2","MSA",9.94448,11.16146,1.75024777183118,1.01050602221527,"Met14 Trp2"
"432","△MET14-△TRP4 10:1","48h","rep3","MSA",13.1673,11.16146,1.75024777183118,1.01050602221527,"Met14 Trp2"
"433","△MET3-△HIS2 1:20","24h","rep1","MSA",12.8607,12.8493666666667,0.0800043332159782,0.0461905233185816,"His2 Met3"
"434","△MET3-△HIS2 1:20","24h","rep2","MSA",12.9231,12.8493666666667,0.0800043332159782,0.0461905233185816,"His2 Met3"
"435","△MET3-△HIS2 1:20","24h","rep3","MSA",12.7643,12.8493666666667,0.0800043332159782,0.0461905233185816,"His2 Met3"
"436","△MET3-△HIS2 1:20","48h","rep1","MSA",32.6013,34.5345,2.11647199839733,1.22194567800701,"His2 Met3"
"437","△MET3-△HIS2 1:20","48h","rep2","MSA",34.2063,34.5345,2.11647199839733,1.22194567800701,"His2 Met3"
"438","△MET3-△HIS2 1:20","48h","rep3","MSA",36.7959,34.5345,2.11647199839733,1.22194567800701,"His2 Met3"
"439","△MET3-△HIS2 1:5","24h","rep1","MSA",11.5531,11.8356866666667,2.03697450807155,1.17604778056751,"His2 Met3"
"440","△MET3-△HIS2 1:5","24h","rep2","MSA",9.95476,11.8356866666667,2.03697450807155,1.17604778056751,"His2 Met3"
"441","△MET3-△HIS2 1:5","24h","rep3","MSA",13.9992,11.8356866666667,2.03697450807155,1.17604778056751,"His2 Met3"
"442","△MET3-△HIS2 1:5","48h","rep1","MSA",45.4664,37.4009,6.98503207651905,4.03281014967644,"His2 Met3"
"443","△MET3-△HIS2 1:5","48h","rep2","MSA",33.4063,37.4009,6.98503207651905,4.03281014967644,"His2 Met3"
"444","△MET3-△HIS2 1:5","48h","rep3","MSA",33.33,37.4009,6.98503207651905,4.03281014967644,"His2 Met3"
"445","△MET3-△HIS2 10:1","24h","rep1","MSA",4.9913,5.55482666666667,0.503063428340138,0.290443805771635,"His2 Met3"
"446","△MET3-△HIS2 10:1","24h","rep2","MSA",5.71452,5.55482666666667,0.503063428340138,0.290443805771635,"His2 Met3"
"447","△MET3-△HIS2 10:1","24h","rep3","MSA",5.95866,5.55482666666667,0.503063428340138,0.290443805771635,"His2 Met3"
"448","△MET3-△HIS2 10:1","48h","rep1","MSA",13.0994,14.6871333333333,1.50915766351079,0.871312583277539,"His2 Met3"
"449","△MET3-△HIS2 10:1","48h","rep2","MSA",14.859,14.6871333333333,1.50915766351079,0.871312583277539,"His2 Met3"
"450","△MET3-△HIS2 10:1","48h","rep3","MSA",16.103,14.6871333333333,1.50915766351079,0.871312583277539,"His2 Met3"
"451","△TRP2-△TRP4 1:1","24h","rep1","MSA",37.8025,35.6476333333333,2.0262236434642,1.16984076599244,"Trp2 Trp4"
"452","△TRP2-△TRP4 1:1","24h","rep2","MSA",33.7809,35.6476333333333,2.0262236434642,1.16984076599244,"Trp2 Trp4"
"453","△TRP2-△TRP4 1:1","24h","rep3","MSA",35.3595,35.6476333333333,2.0262236434642,1.16984076599244,"Trp2 Trp4"
"454","△TRP2-△TRP4 1:1","48h","rep1","MSA",78.0744,76.2782,8.65916772675065,4.9993728179976,"Trp2 Trp4"
"455","△TRP2-△TRP4 1:1","48h","rep2","MSA",66.8618,76.2782,8.65916772675065,4.9993728179976,"Trp2 Trp4"
"456","△TRP2-△TRP4 1:1","48h","rep3","MSA",83.8984,76.2782,8.65916772675065,4.9993728179976,"Trp2 Trp4"
"457","△TRP2-△TRP4 1:10","24h","rep1","MSA",23.227,24.5130333333333,1.11375621360033,0.643027449733766,"Trp2 Trp4"
"458","△TRP2-△TRP4 1:10","24h","rep2","MSA",25.1496,24.5130333333333,1.11375621360033,0.643027449733766,"Trp2 Trp4"
"459","△TRP2-△TRP4 1:10","24h","rep3","MSA",25.1625,24.5130333333333,1.11375621360033,0.643027449733766,"Trp2 Trp4"
"460","△TRP2-△TRP4 1:10","48h","rep1","MSA",54.3557,50.4500333333333,8.34300315493967,4.81683511735432,"Trp2 Trp4"
"461","△TRP2-△TRP4 1:10","48h","rep2","MSA",56.1238,50.4500333333333,8.34300315493967,4.81683511735432,"Trp2 Trp4"
"462","△TRP2-△TRP4 1:10","48h","rep3","MSA",40.8706,50.4500333333333,8.34300315493967,4.81683511735432,"Trp2 Trp4"
"463","△TRP2-△TRP4 10:1","24h","rep1","MSA",22.3431,20.2421666666667,2.03824687987823,1.17678238477261,"Trp2 Trp4"
"464","△TRP2-△TRP4 10:1","24h","rep2","MSA",20.1104,20.2421666666667,2.03824687987823,1.17678238477261,"Trp2 Trp4"
"465","△TRP2-△TRP4 10:1","24h","rep3","MSA",18.273,20.2421666666667,2.03824687987823,1.17678238477261,"Trp2 Trp4"
"466","△TRP2-△TRP4 10:1","48h","rep1","MSA",50.8435,49.7156333333333,1.24271770862627,0.717483403602093,"Trp2 Trp4"
"467","△TRP2-△TRP4 10:1","48h","rep2","MSA",48.3834,49.7156333333333,1.24271770862627,0.717483403602093,"Trp2 Trp4"
"468","△TRP2-△TRP4 10:1","48h","rep3","MSA",49.92,49.7156333333333,1.24271770862627,0.717483403602093,"Trp2 Trp4"
"469","△TRP4-△MET14 1:10","24h","rep1","MSA",3.30652,3.43873333333333,0.199311148040779,0.115072344973837,"Met14 Trp2"
"470","△TRP4-△MET14 1:10","24h","rep2","MSA",3.66798,3.43873333333333,0.199311148040779,0.115072344973837,"Met14 Trp2"
"471","△TRP4-△MET14 1:10","24h","rep3","MSA",3.3417,3.43873333333333,0.199311148040779,0.115072344973837,"Met14 Trp2"
"472","△TRP4-△MET14 1:10","48h","rep1","MSA",6.2327,5.51224333333333,0.626254576536837,0.361568248344778,"Met14 Trp2"
"473","△TRP4-△MET14 1:10","48h","rep2","MSA",5.20588,5.51224333333333,0.626254576536837,0.361568248344778,"Met14 Trp2"
"474","△TRP4-△MET14 1:10","48h","rep3","MSA",5.09815,5.51224333333333,0.626254576536837,0.361568248344778,"Met14 Trp2"
"475","△TRP4-△MET14 10:1","24h","rep1","MSA",7.71588,7.98979333333333,0.303009812602386,0.174942796873086,"Met14 Trp2"
"476","△TRP4-△MET14 10:1","24h","rep2","MSA",7.93822,7.98979333333333,0.303009812602386,0.174942796873086,"Met14 Trp2"
"477","△TRP4-△MET14 10:1","24h","rep3","MSA",8.31528,7.98979333333333,0.303009812602386,0.174942796873086,"Met14 Trp2"
"478","△TRP4-△MET14 10:1","48h","rep1","MSA",32.9808,39.4300333333333,6.43172210557432,3.7133564890062,"Met14 Trp2"
"479","△TRP4-△MET14 10:1","48h","rep2","MSA",39.4652,39.4300333333333,6.43172210557432,3.7133564890062,"Met14 Trp2"
"480","△TRP4-△MET14 10:1","48h","rep3","MSA",45.8441,39.4300333333333,6.43172210557432,3.7133564890062,"Met14 Trp2"
"481","△TRP4-△MET14 2:1","24h","rep1","MSA",9.84114,9.8442,0.261983403291124,0.151256188413345,"Met14 Trp2"
"482","△TRP4-△MET14 2:1","24h","rep2","MSA",9.58376,9.8442,0.261983403291124,0.151256188413345,"Met14 Trp2"
"483","△TRP4-△MET14 2:1","24h","rep3","MSA",10.1077,9.8442,0.261983403291124,0.151256188413345,"Met14 Trp2"
"484","△TRP4-△MET14 2:1","48h","rep1","MSA",35.3373,35.4097666666667,2.67333673960714,1.5434516862467,"Met14 Trp2"
"485","△TRP4-△MET14 2:1","48h","rep2","MSA",32.7734,35.4097666666667,2.67333673960714,1.5434516862467,"Met14 Trp2"
"486","△TRP4-△MET14 2:1","48h","rep3","MSA",38.1186,35.4097666666667,2.67333673960714,1.5434516862467,"Met14 Trp2"
"487","△TRP4-△TRP2 1:1","24h","rep1","MSA",29.8718,33.6895,4.09858756524733,2.3663206340928,"Trp2 Trp4"
"488","△TRP4-△TRP2 1:1","24h","rep2","MSA",38.0206,33.6895,4.09858756524733,2.3663206340928,"Trp2 Trp4"
"489","△TRP4-△TRP2 1:1","24h","rep3","MSA",33.1761,33.6895,4.09858756524733,2.3663206340928,"Trp2 Trp4"
"490","△TRP4-△TRP2 1:1","48h","rep1","MSA",67.453,70.8257,3.47620317156521,2.006986836861,"Trp2 Trp4"
"491","△TRP4-△TRP2 1:1","48h","rep2","MSA",70.6272,70.8257,3.47620317156521,2.006986836861,"Trp2 Trp4"
"492","△TRP4-△TRP2 1:1","48h","rep3","MSA",74.3969,70.8257,3.47620317156521,2.006986836861,"Trp2 Trp4"
"493","△TRP4-△TRP2 1:10","24h","rep1","MSA",18.9699,18.2068333333333,1.22578661003183,0.707708229270918,"Trp2 Trp4"
"494","△TRP4-△TRP2 1:10","24h","rep2","MSA",18.8577,18.2068333333333,1.22578661003183,0.707708229270918,"Trp2 Trp4"
"495","△TRP4-△TRP2 1:10","24h","rep3","MSA",16.7929,18.2068333333333,1.22578661003183,0.707708229270918,"Trp2 Trp4"
"496","△TRP4-△TRP2 1:10","48h","rep1","MSA",55.9611,54.0197,3.00721139263604,1.73621430704853,"Trp2 Trp4"
"497","△TRP4-△TRP2 1:10","48h","rep2","MSA",55.5423,54.0197,3.00721139263604,1.73621430704853,"Trp2 Trp4"
"498","△TRP4-△TRP2 1:10","48h","rep3","MSA",50.5557,54.0197,3.00721139263604,1.73621430704853,"Trp2 Trp4"
"499","△TRP4-△TRP2 10:1","24h","rep1","MSA",22.5479,22.7401,0.168722820033333,0.0974121655646774,"Trp2 Trp4"
"500","△TRP4-△TRP2 10:1","24h","rep2","MSA",22.8638,22.7401,0.168722820033333,0.0974121655646774,"Trp2 Trp4"
"501","△TRP4-△TRP2 10:1","24h","rep3","MSA",22.8086,22.7401,0.168722820033333,0.0974121655646774,"Trp2 Trp4"
"502","△TRP4-△TRP2 10:1","48h","rep1","MSA",79.2494,80.3198666666667,3.86570596053727,2.23186637692413,"Trp2 Trp4"
"503","△TRP4-△TRP2 10:1","48h","rep2","MSA",84.608,80.3198666666667,3.86570596053727,2.23186637692413,"Trp2 Trp4"
"504","△TRP4-△TRP2 10:1","48h","rep3","MSA",77.1022,80.3198666666667,3.86570596053727,2.23186637692413,"Trp2 Trp4"
"505","BY-BY 1:1","24h","rep1","MSA",27.721,27.6338,0.0965759804506271,0.0557581683104216,"WT"
"506","BY-BY 1:1","24h","rep2","MSA",27.6504,27.6338,0.0965759804506271,0.0557581683104216,"WT"
"507","BY-BY 1:1","24h","rep3","MSA",27.53,27.6338,0.0965759804506271,0.0557581683104216,"WT"
"508","BY-BY 1:1","48h","rep1","MSA",0,0,0,0,"WT"
"509","BY-BY 1:1","48h","rep2","MSA",0,0,0,0,"WT"
"510","BY-BY 1:1","48h","rep3","MSA",0,0,0,0,"WT"
"511","BY-BY 1:10","24h","rep1","MSA",24.535,23.4610333333333,1.14835660982699,0.663003997809298,"WT"
"512","BY-BY 1:10","24h","rep2","MSA",22.2505,23.4610333333333,1.14835660982699,0.663003997809298,"WT"
"513","BY-BY 1:10","24h","rep3","MSA",23.5976,23.4610333333333,1.14835660982699,0.663003997809298,"WT"
"514","BY-BY 1:10","48h","rep1","MSA",0,0,0,0,"WT"
"515","BY-BY 1:10","48h","rep2","MSA",0,0,0,0,"WT"
"516","BY-BY 1:10","48h","rep3","MSA",0,0,0,0,"WT"
"517","BY-BY 10:1","24h","rep1","MSA",27.6307,24.4685666666667,2.74310558005581,1.58373274506079,"WT"
"518","BY-BY 10:1","24h","rep2","MSA",23.0466,24.4685666666667,2.74310558005581,1.58373274506079,"WT"
"519","BY-BY 10:1","24h","rep3","MSA",22.7284,24.4685666666667,2.74310558005581,1.58373274506079,"WT"
"520","BY-BY 10:1","48h","rep1","MSA",0,0,0,0,"WT"
"521","BY-BY 10:1","48h","rep2","MSA",0,0,0,0,"WT"
"522","BY-BY 10:1","48h","rep3","MSA",0,0,0,0,"WT"
"523","RLAs879","24h","rep1","MSA",33.8566,32.6997,3.14102602822708,1.81347222292853,"WT"
"524","RLAs879","24h","rep2","MSA",29.1443,32.6997,3.14102602822708,1.81347222292853,"WT"
"525","RLAs879","24h","rep3","MSA",35.0982,32.6997,3.14102602822708,1.81347222292853,"WT"
"526","RLAs879","48h","rep1","MSA",40.2795,37.886,3.53861115269819,2.04301810156771,"WT"
"527","RLAs879","48h","rep2","MSA",33.8213,37.886,3.53861115269819,2.04301810156771,"WT"
"528","RLAs879","48h","rep3","MSA",39.5572,37.886,3.53861115269819,2.04301810156771,"WT"
